Date,Close,Change,Momentum
2010-01-04,30.95000076293945,0.0,0
2010-01-05,30.959999084472656,0.0003230475375360571,1
2010-01-06,30.770000457763672,0.006136906728924105,0
2010-01-07,30.45000076293945,0.010399729933818776,0
2010-01-08,30.65999984741211,0.006896521484762939,1
2010-01-11,30.270000457763672,0.012720136711982268,0
2010-01-12,30.06999969482422,0.006607226954572338,0
2010-01-13,30.35000038146973,0.009311629181483042,1
2010-01-14,30.959999084472656,0.02009880380019245,1
2010-01-15,30.86000061035156,0.0032299249702255144,0
2010-01-19,31.10000038146973,0.007777050109249401,1
2010-01-20,30.59000015258789,0.016398720984766038,0
2010-01-21,30.01000022888184,0.01896044200107608,0
2010-01-22,28.959999084472656,0.03498837508833654,0
2010-01-25,29.31999969482422,0.012430960695181178,1
2010-01-26,29.5,0.006139164633332388,1
2010-01-27,29.670000076293945,0.005762714450642214,1
2010-01-28,29.15999984741211,0.0171890875487163,0
2010-01-29,28.18000030517578,0.0336076662333488,0
2010-02-01,28.40999984741211,0.008161800558748909,1
2010-02-02,28.459999084472656,0.0017599168366451558,1
2010-02-03,28.6299991607666,0.005973298726727464,1
2010-02-04,27.84000015258789,0.027593399627524048,0
2010-02-05,28.020000457763672,0.006465528167716234,1
2010-02-08,27.71999931335449,0.010706678783299594,0
2010-02-09,28.01000022888184,0.010461793748589271,1
2010-02-10,27.989999771118164,0.0007140470403514112,0
2010-02-11,28.1200008392334,0.004644554097116414,1
2010-02-12,27.93000030517578,0.006756775547194363,0
2010-02-16,28.35000038146973,0.015037596552267761,1
2010-02-17,28.59000015258789,0.008465600278264207,1
2010-02-18,28.96999931335449,0.01329133119057369,1
2010-02-19,28.770000457763672,0.006903654136388674,0
2010-02-22,28.729999542236328,0.001390368956930252,0
2010-02-23,28.32999992370605,0.013922715798941542,0
2010-02-24,28.6299991607666,0.010589454213500236,1
2010-02-25,28.60000038146973,0.001047809297108907,0
2010-02-26,28.670000076293945,0.002447541744424899,1
2010-03-01,29.020000457763672,0.012207896077374887,1
2010-03-02,28.459999084472656,0.01929708354436636,0
2010-03-03,28.459999084472656,0.0,0
2010-03-04,28.6299991607666,0.005973298726727464,1
2010-03-05,28.59000015258789,0.0013971012696893114,0
2010-03-08,28.6299991607666,0.0013990558924530238,1
2010-03-09,28.79999923706055,0.00593783029260127,1
2010-03-10,28.96999931335449,0.005902780583243138,1
2010-03-11,29.18000030517578,0.007248912557774452,1
2010-03-12,29.270000457763672,0.0030843095149634702,1
2010-03-15,29.290000915527344,0.0006833091032073041,1
2010-03-16,29.3700008392334,0.002731304923368738,1
2010-03-17,29.6299991607666,0.008852513248344513,1
2010-03-18,29.61000061035156,0.0006749426588416145,0
2010-03-19,29.59000015258789,0.0006754629298006913,0
2010-03-22,29.60000038146973,0.0003379597441794838,1
2010-03-23,29.8799991607666,0.009459418097580736,1
2010-03-24,29.649999618530273,0.007697441388764325,0
