Date,Close,Change,Momentum
2010-01-04,20.8799991607666,0.0,0
2010-01-05,20.8700008392334,0.0004788468359706601,0
2010-01-06,20.799999237060547,0.003354173423953867,0
2010-01-07,20.600000381469727,0.009615329948400716,0
2010-01-08,20.82999992370605,0.011165026115398307,1
2010-01-11,20.950000762939453,0.005760962058229887,1
2010-01-12,20.61000061035156,0.01622912363752055,0
2010-01-13,20.959999084472656,0.016981973010971547,1
2010-01-14,21.479999542236328,0.024809183228872017,1
2010-01-15,20.799999237060547,0.03165737056179588,0
2010-01-19,21.049999237060547,0.012019231210093543,1
2010-01-20,21.07999992370605,0.0014252108186628893,1
2010-01-21,20.84000015258789,0.011385188424420375,0
2010-01-22,19.90999984741211,0.04462573408668112,0
2010-01-25,20.31999969482422,0.020592659495444494,1
2010-01-26,20.0,0.0157480167140813,0
2010-01-27,20.239999771118164,0.011999988555908203,1
2010-01-28,19.920000076293945,0.015810261780775717,0
2010-01-29,19.399999618530273,0.026104440550806282,0
2010-02-01,19.61000061035156,0.010824793605701885,1
2010-02-02,19.90999984741211,0.015298277803325993,1
2010-02-03,19.68000030517578,0.011551961024561401,0
2010-02-04,19.020000457763672,0.0335365770923556,0
2010-02-05,19.46999931335449,0.023659245255545414,1
2010-02-08,19.350000381469727,0.0061632735550460295,0
2010-02-09,19.649999618530273,0.015503836234951045,1
2010-02-10,19.690000534057614,0.002035670040910264,1
2010-02-11,20.059999465942386,0.018791209845057597,1
2010-02-12,20.43000030517578,0.018444708329208963,1
2010-02-16,20.71999931335449,0.014194762792305901,1
2010-02-17,20.65999984741211,0.002895727216733463,0
2010-02-18,20.84000015258789,0.008712502735005017,1
2010-02-19,20.81999969482422,0.0009597148568728891,0
2010-02-22,20.8700008392334,0.0024015919856910373,1
2010-02-23,20.38999938964844,0.022999589376278575,0
2010-02-24,20.700000762939453,0.015203598949021697,1
2010-02-25,20.6299991607666,0.0033817197870919862,0
2010-02-26,20.530000686645508,0.004847235976202427,0
2010-03-01,20.8700008392334,0.016561136932112048,1
2010-03-02,20.700000762939453,0.008145666960125997,0
2010-03-03,20.520000457763672,0.008695666596208412,0
2010-03-04,20.530000686645508,0.00048734057791175074,1
2010-03-05,20.790000915527344,0.01266440429546418,1
2010-03-08,20.770000457763672,0.0009620229380910808,0
2010-03-09,20.940000534057614,0.00818488553428977,1
2010-03-10,21.190000534057614,0.01193887266590039,1
2010-03-11,21.25,0.0028314990292686525,1
2010-03-12,21.270000457763672,0.0009411980124080882,1
2010-03-15,21.170000076293945,0.004701475285263845,0
2010-03-16,22.01000022888184,0.03967879780636004,1
2010-03-17,22.239999771118164,0.010449774640825122,1
2010-03-18,22.200000762939453,0.001798516573307496,0
2010-03-19,21.989999771118164,0.009459503811002721,0
2010-03-22,22.239999771118164,0.011368804120150648,1
2010-03-23,22.670000076293945,0.019334546295013834,1
2010-03-24,22.43000030517578,0.010586668297770859,0
2010-03-25,22.350000381469727,0.0035666483556665175,0
2010-03-26,22.239999771118164,0.004921727448504361,0
2010-03-29,22.32999992370605,0.004046769492541327,1
2010-03-30,22.34000015258789,0.0004478382855354609,1
2010-03-31,22.290000915527344,0.00223810370273229,0
2010-04-01,22.38999938964844,0.00448624809393515,1
2010-04-05,22.59000015258789,0.008932593496716032,1
2010-04-06,22.399999618530273,0.008410824824002974,0
2010-04-07,22.450000762939453,0.0022321939848524157,1
2010-04-08,22.309999465942386,0.00623613773894304,0
2010-04-09,22.54999923706055,0.010757497842370583,1
2010-04-12,22.540000915527344,0.00044338456192825947,0
2010-04-13,22.770000457763672,0.010204060909238304,1
2010-04-14,23.520000457763672,0.03293807575415659,1
2010-04-15,24.21999931335449,0.029761855525804442,1
2010-04-16,23.920000076293945,0.012386426323931766,0
2010-04-19,24.0,0.0033444784051375933,1
2010-04-20,24.1200008392334,0.0050000349680582685,1
2010-04-21,23.79999923706055,0.013267064305086423,0
2010-04-22,23.989999771118164,0.007983215972618658,1
2010-04-23,24.040000915527344,0.002084249474207025,1
2010-04-26,23.81999969482422,0.009151464738964592,0
2010-04-27,23.35000038146973,0.019731289646347624,0
2010-04-28,23.26000022888184,0.0038543961934713127,0
2010-04-29,23.489999771118164,0.009888200342781388,1
2010-04-30,22.84000015258789,0.027671333540389063,0
2010-05-03,23.26000022888184,0.01838879481121022,1
2010-05-04,22.559999465942386,0.030094615479421417,0
2010-05-05,22.170000076293945,0.01728720739719884,0
2010-05-06,21.51000022888184,0.029769952419523623,0
2010-05-07,21.309999465942386,0.009298036299921035,0
2010-05-10,22.54999923706055,0.05818863454689101,1
2010-05-11,22.280000686645508,0.01197332858314711,0
2010-05-12,23.09000015258789,0.036355450672310406,1
2010-05-13,22.5,0.025552193533518203,0
2010-05-14,21.88999938964844,0.027111138237847065,0
2010-05-17,22.020000457763672,0.005938833793513352,1
2010-05-18,21.43000030517578,0.02679383016905761,0
2010-05-19,21.600000381469727,0.007932807926880283,1
2010-05-20,20.790000915527344,0.03749997461283693,0
2010-05-21,20.90999984741211,0.005771954141432601,1
2010-05-24,20.670000076293945,0.011477750974152552,0
